state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Northeast Behavioral Healthcare Consortium","Lackawanna, Luzerne, Susquehanna, Wyoming Counties",123405,16092,139497,2017,"Community Care Behavioral Health Organization"
Illinois,,"Integrated Care Program (Comprehensive MCO + MLTSS)",Cigna-HealthSpring,"Lake, Cook, DuPage, Kane, Will and Kankakee counties",4565,0,4565,2017,Cigna
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","The Information Center",Wayne,21,293,314,2017,"The Information Center"
Michigan,,"Healthy Michigan Plan (Comprehensive MCO)","Priority Health Choice","Allegan, Barry, Berrien, Branch, Calhoun, Cass, Ionia, Kalamazoo, Kent, Lake, Mason, Mecosta, Montcalm, Muskegon, Newaygo, Oceana, Osceola, Ottawa, St. Joseph, VanBuren",36774,0,36774,2017,"Priority Health Choice"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","Access Dental Plan, LLC","Clackamas, Multnomah, and Washington Counties",1666,82,1748,2017,"Access Dental Plan, LLC"
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))",MetroPlus,"New York City",561,1040,1601,2017,MetroPlus
Indiana,,"Hoosier Healthwise (Comprehensive MCO)",Anthem,Statewide,205653,4,205657,2017,"Anthem Insurance Companies"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","Jackson Care Connect","Jackson County",27834,1136,28970,2017,"Jackson Care Connect"
Utah,,"Transportation (Non-Emergency Medical Transportation)","Logisticare Solutions",Statewide,217442,22136,239578,2017,"The Providence Service Corporation"
California,,"Regional Model (Comprehensive MCO)",Kaiser/Amador,"Amador County",87,2,89,2017,"Kaiser Permanente"
Washington10,"Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","PACE (Program of All-inclusive Care for the Elderly (PACE))","Providence Elder Place","King County",609,0,609,2017,"Providence Elder Place"
Michigan,,"Healthy Kids Dental (Dental only (PAHP))","Healthy Kids Dental","Alcona, Alger, Allegan, Alpena, Antrim, Arenac, Baraga, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Chippewa, Clare, Clinton, Crawford, Delta, Dickinson, Eaton, Emmet, Genesee, Gladwin, Gogebic, Grand Traverse, Gratiot, Hillsdale, Houghton, Huron, Ingham, Ionia, Iosco, Iron, Isabella, Jackson, Kalkaska, Kalamazoo, Kent, Keweenaw, Lake, Lapeer, Leelanau, Lenawee, Livingston, Luce, Macomb, Mackinac, Manistee, Marquette, Mason, Mecosta, Menominee, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Ontonagon, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, Sanilac, Schoolcraft, Shiawassee, St. Clair, St. Joseph, Tuscola, Van Buren, Washtenaw, Wayne, Wexford",965789,0,965789,2017,"Healthy Kids Dental"
"New York",,"Health and Recovery Plans (Comprehensive MCO)",HealthFirst,"New York City & Nassau, Suffolk counties",20193,0,20193,2017,HealthFirst
Missouri,,"MO Healthnet Managed Care/1915b (Comprehensive MCO)","Home State Health Eastern","Franklin, Jefferson, Lincoln, Madison, Perry, Pike, St Charles, St Francois, Ste Genevieve, St Louis Co, Warren, Washington, and St Louis City",109524,0,109524,2017,Centene
Texas,,"STAR Kids (Comprehensive MCO + MLTSS)","Children's Medical Center","Dallas SDA",9658,30,9688,2017,"Children's Medical Center"
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Molina Health Plan","Counties: Brown, Calumet, Clark, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Taylor, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, Winnebago, Wood",61483,34,61517,2017,"Molina Health Plan"
"District of Columbia",,"Non-Emergency Medical Transportation Program (Non-Emergency Medical Transportation)","Medical Transportation Management, Inc.",Statewide,53467,20929,74396,2017,"Medical Transportation Management, Inc."
Hawaii5,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","Ohana Community Care Service (BHS)",Statewide,4918,0,4918,2017,"Wellcare Inc."
Michigan,,"Managed Care Plan Division (Comprehensive MCO)","UnitedHealthcare Community Plan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Crawford, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, VanBuren, Washtenaw, Wayne, Wexford.",260002,3506,263508,2017,UnitedHealthcare
Nevada,,"Mandatory Health Maintenance Program (Comprehensive MCO)","Amerigroup Community Care (AGP)","Urban zipcodes in Wahsoe and Clark Counties.",182750,0,182750,2017,Anthem
Georgia,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits))","Peach State Health Plan",Statewide,3464,0,3464,2017,Centene
Georgia,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Georgia Families 360 (Comprehensive MCO)","Amerigroup Community Care",Statewide,26796,0,26796,2017,Amerigroup
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Amador","Amador County",974,26,1000,2017,"Centene Corporation"
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","Tri County Office on Aging","Clinton, Eaton, Ingham",68,580,648,2017,"Tri County Office on Aging"
"North Carolina",,"Program of All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Piedmont Health Services Inc","Serving the following zip codes in Alamance, Caswell, Orange, Chatham, Lee Counties and the portion of 27278 located in Durham County:27231, 27243, 27278, 27302, 27510, 27514, 27516, 27517, 27541, 27572, 27705, 27583, 27707, 27712, 27207, 27208, 27252, 27298, 27312, 27330, 27344, 27349, 27355, 27502, 27519, 27523, 27559, 27562, 27713, 27330, 27332, 27505, 28326",217,87,304,2017,"Piedmont Health Services Inc"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare/Sacramento","Sacramento County",56437,3925,60362,2017,"Molina Healthcare"
Texas,,"STAR+PLUS (Comprehensive MCO + MLTSS)","Molina Healthcare of Texas","Bexar SDA, Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",35012,52640,87652,2017,"Molina Healthcare of Texas"
Michigan,,"Healthy Michigan Plan (Comprehensive MCO)","HAP Midwest Health Plan","Genesee, Huron, Lapeer, St. Clair, Sanilac, Shiawassee, Tuscola",1221,0,1221,2017,"Health Alliance Plan"
"New Jersey",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Beacon of LIFE","Monmouth County",6,66,72,2017,"Beacon of LIFE"
Virginia,,"Medallion 3.0 (Comprehensive MCO)","Optima Family Care",Statewide,166574,0,166574,2017,"Sentara Health Care"
Indiana,,"Healthy Indiana Plan (2.0) (Comprehensive MCO)","Caresource Indiana, Inc",Statewide,21483,158,21641,2017,"Caresource Management Group"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Alameda","Alameda County",61805,2573,64378,2017,"Anthem Insurance Companies, Inc."
Maryland,,"HealthChoice (Comprehensive MCO)","University of Maryland Health Partners","Statewide except for Allegany, Garrett and Washington counties",40746,0,40746,2017,"University of Maryland Medical Systems"
Massachusetts,,"Money Follows the Person - Behavioral Health Supports (MFP-BH) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Money Follows the Person - Behavioral Health Supports (BFP-BH)",Statewide,29,331,360,2017,"Money Follows the Person - Behavioral Health Supports (BFP-BH)"
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Amador","Amador County",5215,188,5403,2017,"Anthem Insurance Companies, Inc."
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","Aetna Better Health","New York City & Nassau, Suffolk counties",274,4038,4312,2017,"Aetna Better Health"
Michigan,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Care Resources","Kent, parts of Ottawa.",8,114,122,2017,"Each partner has 20% ownership:  Grand Rapids Dominicans, Holland Home, Metro Health, Pine Rest Christian Mental Health Services, and Reliance Community Care Partners"
Illinois,,"Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS)","Harmony Health Plan","Lake, Cook, DuPage, Kane, Will, Kankakee, Madison, St. Clair, Clinton, Washington, Randolph, Perry, Jackson and Williamson counties",141966,0,141966,2017,WellCare
"Puerto Rico",,"Medicare Platino (Comprehensive MCO)","Triple S Advantage",Statewide,0,45960,45960,2017,"Blue Cross Blue Shield of Puerto Rico"
California,,"Dental Managed Care/Sacramento (Dental only (PAHP))","Access Dental Plan/Sacramento","Sacramento County",135093,5917,141010,2017,"Access Dental"
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Southwest Behavioral Health Management","Armstrong, Butler, Indiana, Lawrence, Washington, Westmoreland counties",147665,21156,168821,2017,"Value Behavioral Health of PA"
Colorado3,"Colorado reported plan level enrollment as 30 for plans that had less than 30 beneficiaires. As a result, plan level enrollment for the Total Longterm Care - Pueblo DBA Innovage Greater Colorado PACE plan and the Volunteers of America (VOANS) PACE DBA Senior Community Care plan may be slightly inflated.","Program of All-Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Volunteers of America (VOANS) PACE DBA Senior Community Care","Delta and Montrose Counties",30,284,307,2017,"Volunteers of America (VOANS) PACE DBA Senior Community Care"
"New Jersey",,"NJ FamilyCare (Comprehensive MCO + MLTSS)","WellCare of New Jersey","Bergen, Essex, Hudson, Mercer, Middlesex, Morris,  Passaic, Somerset, Sussex and Union counties",49028,11380,60408,2017,WellCare
"South Carolina",,"South Carolina Managed Care Organizations (Comprehensive MCO)","First Choice, by Select Health",Statewide,359040,0,359040,2017,"Select Health of South Carolina"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Alameda Alliance for Health","Alameda County",244930,19997,264927,2017,"Alameda Alliance for Health"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Plan of San Joaquin/San Joaquin","San Joaquin County",211812,9041,220853,2017,"Health Plan of San Joaquin"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","Family Dental Care","Clackamas, Multnomah, and Washington Counties",1637,70,1707,2017,"HealthShare of Oregon"
Tennessee8,"Beneficiaries can simultaneously enroll in (1) Magellan Health services, (2) DentaQuest USA Insurance Company, and (3) another comprehensive MCO. The de-duplicated total enrollment in comprehensive MCOs is 1,409,266","TennCare II (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan",Statewide,388963,51897,440860,2017,"UnitedHealth Group"
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Lancaster County HealthChoices","Lancaster County",74899,8155,83054,2017,PerformCare
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Anthem Blue Cross Blue Shield","Counties: Brown, Calumet, Dane, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Langlade, Manitowoc, Marinette, Marquette, Menominee, Milwaukee, Oconto, Outagamie, Ozaukee, Polk, Portage, Racine, Rock, Shawano, Sheboygan, Taylor, Walworth,  Washington, Waukesha, Waupaca, Waushara, Winnebago, Wood",66330,104,66434,2017,"Anthem Blue Cross Blue Shield"
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","United Healthcare Plan","Apache, Cochise, Coconino, Graham, Greenlee, LaPaz, Maricopa, Mohave, Navajo, Pima, S Cruz, Yavapai & Yuma Counties",482899,45086,527985,2017,"United Healthcare"
Colorado,"Colorado reported plan level enrollment as 30 for plans that had less than 30 beneficiaires. As a result, plan level enrollment for the Total Longterm Care - Pueblo DBA Innovage Greater Colorado PACE plan and the Volunteers of America (VOANS) PACE DBA Senior Community Care plan may be slightly inflated.","Colorado Medicaid Community Behavioral Health Services Program (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Access Behavioral Care - Denver","Denver County",194277,13159,207436,2017,"Access Behavioral Care - Denver"
Illinois,,"Integrated Care Program (Comprehensive MCO + MLTSS)","Aetna Better Health","Winnebago, Boone, McHenry, Lake, Cook, DuPage, Kane, Will and Kankakee counties",28449,0,28449,2017,Aetna
Washington10,"Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Fully Integrated Managed Care (FIMC) (Comprehensive MCO)","Community Health Plan of Washington","Clark and Skamania Counties",18340,0,18340,2017,"Community Health Plan of Washington"
"Puerto Rico",,"Government Health Plan (Comprehensive MCO)","Triple S Salud, Inc.","Metro North, West",335804,23375,359179,2017,"Blue Cross Blue Shield of Puerto Rico"
"New York",,"Health and Recovery Plans (Comprehensive MCO)","Molina HealthCare of New York","Cortland, Onondaga, Tompkins counties",1364,0,1364,2017,"Molina HealthCare"
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","WellCare Advocate","New York City & Albany, Erie, Nassau, Orange, Rockland, Suffolk, Ulster, Westchester counties",325,5420,5745,2017,"WellCare Advocate"
Minnesota,,"Special Needs Basic Care (SNBC) (Comprehensive MCO + MLTSS)","PrimeWest Health","Beltrami, Bigstone, Clearwater, Douglas, Grant, Hubbard, McLeod, Meeker, Pipestone, Pope, Renville, Stevens, and Traverse County",742,1355,2097,2017,"PrimeWest Health"
Louisiana,,"Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))",Amerigroup,Statewide,2333,19233,21566,2017,Amerigroup
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Mercy Care Plan (MLTSS)","Maricopa & Pima Counties",2132,8913,11045,2017,"Dignity Health and Carondelet Health Network"
Utah,,"Dental (Dental only (PAHP))","Premier Access","Salt Lake, Weber, Davis, and Utah counties",69038,36,69074,2017,"Avesis Incorporated"
"North Dakota",,"PACE (Program of All-inclusive Care for the Elderly (PACE))",PACE,"58501, 58502, 58503 (Bismarck), 58504 (Lincoln), 58554 (Mandan), 58558 (Menoken), 58601, 58602 (Dickinson), 58652 (Richardton), 58655 (South Heart), 58656 (Taylor), 58701, 58702, 58703, 58722, 58785 (Minot)",5,152,157,2017,PACE
Florida,,"Long-term Care Program (MLTSS only (PIHP and/or PAHP))","United Healthcare of FL, Inc.","Regions 2, 3, 4, 5, 6, 7, 8, 9, and 11",1318,17763,19081,2017,"United Healthcare"
"New Hampshire",,"New Hampshire Health Protection Program Medicaid Care Management ABP (Comprehensive MCO)","New Hampshire Healthy Families",Statewide,2497,0,2497,2017,Centene
Pennsylvania,,"PA Living Independence for the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","LIFE NWPA H-4999","Erie, Mercer, Crawford, Warren counties",8,121,129,2017,"Lutheran Homes for the Aged"
Texas,,"STAR Kids (Comprehensive MCO + MLTSS)","United Healthcare - Texas","Harris SDA, Hidalgo SDA, Jefferson SDA, MRSA Central SDA, MRSA Northeast SDA",30208,156,30364,2017,"United Healthcare"
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","MHS of Wisconsin","Counties: Ashland, Bayfield, Brown, Calumet, Chippewa, Clark, Crawford, Dodge, Door, Douglas, Eau Claire, Fond du Lac, Forest, Green Lake, Iron, Jefferson, Kenosha, Kewaunee, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Polk, Portage, Price, Racine, Rock, Rusk, Sawyer,  Shawano, Sheboygan, Taylor, Vilas, Walworth, Washburn, Waukesha, Waupaca, Waushara, Winnebago, Wood",30888,33,30921,2017,"MHS of Wisconsin"
Kentucky,,"Kentucky Medicaid Managed Care (Comprehensive MCO)","Anthem Blue Cross Blue Shield Medicaid",Statewide,118583,3080,121663,2017,"Anthem Blue Cross Blue Shield"
Montana,,"Passport to Health (Primary Care Case Management (PCCM))","Multiple Primary Care Providers",Statewide,175012,0,175012,2017,"Multiple Primary Care Providers"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","San Diego PACE","San Diego County",53,161,214,2017,"San Diego PACE"
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Health Choice Integrated Care","Apache, Coconino, Gila, Mohave, Navajo, & Yavapai Counties",3582,2088,5670,2017,"Health Choice Arizona/NARBHA"
Iowa,,"IA Healthlink (Comprehensive MCO + MLTSS)","UnitedHealthcare of the River Valley, Inc.",Statewide,150464,13862,164326,2017,"UnitedHealthcare, Inc."
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Shasta","Shasta County",50695,8944,59639,2017,"Partnership HealthPlan of California"
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Tehama","Tehama County",9238,259,9497,2017,"Anthem Insurance Companies, Inc."
"New Jersey",,"FIDE SNP (Comprehensive MCO + MLTSS)","UnitedHealthcare Dual Complete ONE","Atlantic, Bergen, Burlington, Camden, Essex, Gloucester, Hudson, Hunterdon, Mercer, Middlesex, Monmouth, Morris, Ocean, Passaic, Somerset, Union counties",0,13101,13101,2017,UnitedHealthCare
Pennsylvania,,"PA Living Independence for the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","SpiriTrust LIFE H-2537","Franklin (partial), Cumberland, Perry counties",3,77,80,2017,"Lutheran Social Services of South Central PA"
"North Carolina",,"Program of All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","LIFE St. Joseph of the Pines Inc","Serving the following zip codes in Cumberland, Harnett Hoke, Moore and Robeson Counties:28301, 28302, 28303, 28304, 28305, 28306, 28307, 28308, 28309, 28310, 28311, 28312, 28314, 28318, 28342, 28344, 28348, 28356, 28371, 28382, 28390, 28391, 28395, 28315, 28326, 28373, 28376, 28357, 28371, 28377, 28384, 28315, 28357, 28376, 28377, 28386, 28314, 28334, 28339",161,78,239,2017,"LIFE St. Joseph of the Pines Inc"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Health Net/San Diego","San Diego County",62201,15054,77255,2017,"Centene Corporation"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge PACE/San Bernardino","San Bernardino County",87,226,313,2017,InnovAge
Minnesota,,"Minnesota Senior Care Plus (MSC+) (Comprehensive MCO + MLTSS)",Medica,Statewide,686,3312,3998,2017,"Medica Holding Company"
Louisiana,,"Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","UnitedHealthcare Community Plan",Statewide,3061,22777,25838,2017,UnitedHealthcare
"New York",,"Medicaid Managed Care (Comprehensive MCO + MLTSS)","Affinity Health Plan","New York City & Nassau, Orange, Rockland, Suffolk, Westcheser counties",225818,0,225818,2017,"Affinity Health Plan"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Sutter","Sutter County",10109,242,10351,2017,"California Health & Wellness Centene Corporation"
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Coventry Healthcare of FL, Inc.","Region 11",54967,2221,57188,2017,Aetna
Idaho,,"Non-Emergency Medical Transportation (Non-Emergency Medical Transportation)","Non-Emergent Medical Transportation",Statewide,265991,26741,292732,2017,Veyo
Virginia,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Riverside PACE Newport News","23601, 23602, 23603, 23604, 23605, 23606, 23607  23608, 23651, 23662, 23663, 23665, 23666, 23669, 23692  23693, 23696",14,228,242,2017,"Riverside Health Systems"
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/San Benito","San Benito County",8128,79,8207,2017,"Anthem Insurance Companies, Inc."
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","Louisiana Healthcare Connections",Statewide,459279,179,459458,2017,Centene
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Los Angeles","Los Angeles County",879689,139007,1018696,2017,"Centene Corporation"
Massachusetts,,"MassHealth Managed Care (Comprehensive MCO)","Fallon Community Health Plan","Worcester, Middlesex, Franklin, Hampden, Norfolk, Essex, Middlesex",42526,0,42526,2017,"Fallon Community Health Plan"
"New York",,"Medicaid Managed Care (Comprehensive MCO + MLTSS)","United HealthCare","New York City & 42 counties",474234,0,474234,2017,"United Health Group, Inc"
Ohio,,"Medicaid Managed Care (Comprehensive MCO)",Molina,Statewide,308936,8299,317235,2017,Molina
"South Carolina",,"Medical Homes Network (Primary Care Case Management (PCCM))","South Carolina Solutions",Statewide,456,0,456,2017,"Community Health Solutions"
Washington10,"Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Apple Health (Program includes, AHAC, CHIP,HOFC, HO) (Comprehensive MCO)","Coordinated Care of Washington","Adams, Asotin, Benton, Chelan,  Columbia,  Douglas,  Franklin,  Grant, Island, Jefferson, King, Kitsap, Kittitas,  Lewis, Lincoln, Mason, Okanogan, Pacific,  Pierce, San Juan, Skagit,  Snohomish, Spokane, Stevens, Thurston, Wahkiakum, Walla Walla, Whatcom, Whitman, Yakima.",193164,0,193164,2017,"Coordinated Care of Washington"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Mendocino","Mendocino County",33528,4459,37987,2017,"Partnership HealthPlan of California"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Elder Service Plan of Harbor Health","02108, 02445, 02021, 02026 ,02048 ,02062 ,02067, 02072, 02169, 02184, 02186, 02188, 02301, 02322, 02324, 02333, 02334, 02338, 02339 ,02341 ,02343, 02351, 02359, 02367, 02368, 02370, 02379, 02382, 02458, 02766, 02767, 02780",17,440,457,2017,"Elder Service Plan of Harbor Health"
Colorado,"Colorado reported plan level enrollment as 30 for plans that had less than 30 beneficiaires. As a result, plan level enrollment for the Total Longterm Care - Pueblo DBA Innovage Greater Colorado PACE plan and the Volunteers of America (VOANS) PACE DBA Senior Community Care plan may be slightly inflated.","Colorado Medicaid Community Behavioral Health Services Program (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Access Behavioral Care - Northeast","Cheyenne, Elbert, Kit Carson, Larimer, Lincoln, Logan, Morgan, Phillips, Sedgwick, Washington, Weld and Yuma Counties",153904,9671,163575,2017,"Access Behavioral Care - Northeast"
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","Detroit Area Agency on Aging","Wayne (Detroit)",65,1247,1312,2017,"Area Agencies on Aging"
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Simply Healthcare Plans, Inc.","Region 11",72942,8342,81284,2017,"Anthem, Inc."
"New York",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE CNY","Onondaga County",16,524,540,2017,"PACE CNY"
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Beaver County HealthChoices","Beaver county",27800,3917,31717,2017,"Value Behavioral Health of PA"
Texas,,"Children's Medicaid Dental Services (Dental only (PAHP))",DentaQuest,Statewide,1669722,0,1669722,2017,DentaQuest
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)",DCS/CMDP,Statewide,15800,0,15800,2017,"Government Agency/Non-Profit Entity"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Fresno PACE","Fresno County",121,215,336,2017,"Central Valley Medical Services Corporation"
Louisiana,,"Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Louisiana Healthcare Connections",Statewide,2862,22098,24960,2017,Centene
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Kern","Kern County",74499,2974,77473,2017,"Centene Corporation"
Illinois,,"Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS)","Aetna Better Health","Winnebago, Boone, McHenry, Lake, Cook, DuPage, Kane, Will and Kankakee counties",194196,0,194196,2017,Aetna
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Tulare","Tulare County",110711,3406,114117,2017,"Centene Corporation"
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","United HealthCare","New York City & Albany, Broome, Erie, Monroe, Oneida, Onondaga counties",148,2962,3110,2017,"United HealthCare"
Ohio,,"MyCare Ohio Opt-out (Comprehensive MCO + MLTSS)",Aetna,"Central, Northwest, Southwest Regions",0,10076,10076,2017,Aetna
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Group Health Cooperative Of Eau Claire","Counties: Adams, Ashland, Barron, Bayfield, Buffalo, Burnett, Chippewa, Clark, Columbia, Crawford, Douglas, Dunn, Eau Claire, Forest, Grant, Green, Iowa, Iron, Jackson, Juneau, La Crosse, Lafayette, Langlade, Lincoln, Marathon, Monroe, Oneida, Pepin, Pierce, Polk, Portage, Price, Rusk, St. Croix, Sawyer, Shawano, Taylor, Trempealeau, Vernon, Vilas, Washburn, Wood",39555,59,39614,2017,"Group Health Cooperative Of Eau Claire"
