state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
MO,Missouri,01/01/2020,Y,U,Y,25547,"Includes Renewals and/or Redeterminations",0,,25547,"Includes Renewals and/or Redeterminations",10927,"Includes Renewals and/or Redeterminations; Includes CHIP",555,"Includes Renewals and/or Redeterminations",11482,"Includes Renewals and/or Redeterminations",531652,,848304,,811584,,36720,
MO,Missouri,02/01/2020,Y,U,Y,20344,"Includes Renewals and/or Redeterminations",0,,20344,"Includes Renewals and/or Redeterminations",9531,"Includes Renewals and/or Redeterminations; Includes CHIP",547,"Includes Renewals and/or Redeterminations",10078,"Includes Renewals and/or Redeterminations",536875,,855282,,818245,,37037,
MO,Missouri,03/01/2020,Y,U,Y,20995,"Includes Renewals and/or Redeterminations",0,,20995,"Includes Renewals and/or Redeterminations",13383,"Includes Renewals and/or Redeterminations; Includes CHIP",969,"Includes Renewals and/or Redeterminations",14352,"Includes Renewals and/or Redeterminations",544868,,876601,,838066,,38535,
MO,Missouri,04/01/2020,Y,U,Y,16376,"Includes Renewals and/or Redeterminations",0,,16376,"Includes Renewals and/or Redeterminations",15428,"Includes Renewals and/or Redeterminations; Includes CHIP",1320,"Includes Renewals and/or Redeterminations",16748,"Includes Renewals and/or Redeterminations",557744,,897743,,858771,,38972,
MO,Missouri,05/01/2020,Y,U,Y,12856,"Includes Renewals and/or Redeterminations",0,,12856,"Includes Renewals and/or Redeterminations",7468,"Includes Renewals and/or Redeterminations; Includes CHIP",475,"Includes Renewals and/or Redeterminations",7943,"Includes Renewals and/or Redeterminations",569727,,915882,,876441,,39441,
MO,Missouri,06/01/2020,Y,U,Y,14596,"Includes Renewals and/or Redeterminations",0,,14596,"Includes Renewals and/or Redeterminations",7397,"Includes Renewals and/or Redeterminations",449,"Includes Renewals and/or Redeterminations",7846,"Includes Renewals and/or Redeterminations",581309,,933956,,893472,,40484,
MO,Missouri,07/01/2020,Y,U,Y,15284,"Includes Renewals and/or Redeterminations",0,,15284,"Includes Renewals and/or Redeterminations",8261,"Includes Renewals and/or Redeterminations",583,"Includes Renewals and/or Redeterminations",8844,"Includes Renewals and/or Redeterminations",592975,,951731,,911305,,40426,
MO,Missouri,08/01/2020,Y,U,Y,15468,"Includes Renewals and/or Redeterminations",0,,15468,"Includes Renewals and/or Redeterminations",8622,"Includes Renewals and/or Redeterminations",501,"Includes Renewals and/or Redeterminations",9123,"Includes Renewals and/or Redeterminations",604783,,969786,,929379,,40407,
MO,Missouri,09/01/2020,Y,U,Y,15257,"Includes Renewals and/or Redeterminations",0,,15257,"Includes Renewals and/or Redeterminations",8945,"Includes Renewals and/or Redeterminations",592,"Includes Renewals and/or Redeterminations",9537,"Includes Renewals and/or Redeterminations",613876,,984496,,944617,,39879,
MO,Missouri,10/01/2020,Y,U,Y,14650,"Includes Renewals and/or Redeterminations",0,,14650,"Includes Renewals and/or Redeterminations",8194,"Includes Renewals and/or Redeterminations",517,"Includes Renewals and/or Redeterminations",8711,"Includes Renewals and/or Redeterminations",621444,,996487,,957419,,39068,
MO,Missouri,11/01/2020,Y,U,Y,12330,"Includes Renewals and/or Redeterminations",0,,12330,"Includes Renewals and/or Redeterminations",7171,"Includes Renewals and/or Redeterminations",1243,"Includes Renewals and/or Redeterminations",8414,"Includes Renewals and/or Redeterminations",630224,,1009377,,970135,,39242,
MO,Missouri,12/01/2020,Y,U,Y,13397,"Includes Renewals and/or Redeterminations",0,,13397,"Includes Renewals and/or Redeterminations",8203,"Includes Renewals and/or Redeterminations",1555,"Includes Renewals and/or Redeterminations",9758,"Includes Renewals and/or Redeterminations",639211,,1022258,,982395,,39863,
MO,Missouri,01/01/2021,Y,U,Y,13836,"Includes Renewals and/or Redeterminations",0,,13836,"Includes Renewals and/or Redeterminations",7076,"Includes Renewals and/or Redeterminations",571,"Includes Renewals and/or Redeterminations",7647,"Includes Renewals and/or Redeterminations",646112,,1032349,,991768,,40581,
MO,Missouri,02/01/2021,Y,U,Y,11887,"Includes Renewals and/or Redeterminations",0,,11887,"Includes Renewals and/or Redeterminations",5678,"Includes Renewals and/or Redeterminations",378,"Includes Renewals and/or Redeterminations",6056,"Includes Renewals and/or Redeterminations",651673,,1041689,,999501,,42188,
MO,Missouri,03/01/2021,Y,U,Y,13255,"Includes Renewals and/or Redeterminations",0,,13255,"Includes Renewals and/or Redeterminations",6960,"Includes Renewals and/or Redeterminations",620,"Includes Renewals and/or Redeterminations",7580,"Includes Renewals and/or Redeterminations",658536,,1053270,,1012404,,40866,
MO,Missouri,04/01/2021,Y,U,Y,12825,"Includes Renewals and/or Redeterminations",0,,12825,"Includes Renewals and/or Redeterminations",6959,"Includes Renewals and/or Redeterminations",717,"Includes Renewals and/or Redeterminations",7676,"Includes Renewals and/or Redeterminations",665015,,1064572,,1023831,,40741,
MO,Missouri,05/01/2021,Y,U,Y,11223,,0,,11223,,6077,,535,,6612,,670756,,1074189,,1033177,,41012,
MO,Missouri,06/01/2021,Y,U,Y,12078,,0,,12078,,7174,,526,,7700,,676635,,1083907,,1042532,,41375,
MO,Missouri,07/01/2021,Y,U,Y,11852,,0,,11852,,6005,,533,,6538,,682332,,1093102,,1051471,,41631,
MO,Missouri,08/01/2021,Y,U,Y,17627,,0,,17627,,5834,,543,,6377,,689338,,1103454,,1061243,,42211,
MO,Missouri,09/01/2021,Y,U,Y,18313,,0,,18313,,5708,,417,,6125,,692456,,1109531,,1069508,,40023,
MO,Missouri,10/01/2021,Y,U,Y,21304,,0,,21304,,13363,,438,,13801,,696431,,1136697,,1097457,,39240,
MO,Missouri,11/01/2021,Y,U,Y,23398,,0,,23398,,8731,,386,,9117,,702427,,1177651,,1138665,,38986,
MO,Missouri,12/01/2021,Y,U,Y,21281,,0,,21281,,9447,,382,,9829,,702024,,1186274,,1148080,,38194,
MO,Missouri,01/01/2022,Y,U,Y,19329,,0,,19329,,9539,,382,,9921,,702084,,1195895,,1158471,,37424,
MO,Missouri,02/01/2022,Y,U,Y,17083,,0,,17083,,9773,,554,,10327,,714546,,1224739,,1187857,,36882,
MO,Missouri,03/01/2022,Y,U,Y,22585,,0,,22585,,14317,,723,,15040,,720163,,1245348,,1208410,,36938,
MO,Missouri,04/01/2022,Y,U,Y,19808,,0,,19808,,13446,,699,,14145,,698027,,1266501,,1232620,,33881,
MO,Missouri,05/01/2022,Y,U,Y,18430,,0,,18430,,13699,,724,,14423,,704024,,1291572,,1258001,,33571,
MO,Missouri,06/01/2022,Y,U,Y,20390,,0,,20390,,17842,,824,,18666,,710546,,1320696,,1287271,,33425,
MO,Missouri,07/01/2022,Y,U,Y,18962,,0,,18962,,18263,,883,,19146,,716694,,1349254,,1317346,,31908,
MO,Missouri,08/01/2022,Y,U,Y,23541,,0,,23541,,26937,,1126,,28063,,719959,,1375658,,1343427,,32231,
MO,Missouri,09/01/2022,Y,U,Y,20504,,0,,20504,,21147,,1830,,22977,,712778,,1372964,,1338852,,34112,
MO,Missouri,10/01/2022,Y,U,Y,19028,,0,,19028,,14597,,1012,,15609,,717674,,1393838,,1359771,,34067,
MO,Missouri,11/01/2022,Y,U,Y,19667,,0,,19667,,13905,,1383,,15288,,723148,,1412083,,1377985,,34098,
MO,Missouri,12/01/2022,Y,U,Y,17655,,0,,17655,,13862,,1424,,15286,,727388,,1434142,,1399632,,34510,
MS,Mississippi,09/01/2013,N,U,Y,,,,,,,,,,,,,,,615556,,,,,
MS,Mississippi,06/01/2017,N,U,Y,16663,,0,,16663,,11008,,378,,11386,,449056,,656669,,576682,,79987,
MS,Mississippi,07/01/2017,N,U,Y,16488,,0,,16488,,11318,,382,,11700,,448960,,656733,,576497,,80236,
MS,Mississippi,08/01/2017,N,U,Y,20645,,0,,20645,,14846,,548,,15394,,448111,,655829,,575879,,79950,
MS,Mississippi,09/01/2017,N,U,Y,16755,,0,,16755,,12759,,432,,13191,,447882,,654983,,575263,,79720,
MS,Mississippi,10/01/2017,N,U,Y,16082,,0,,16082,,10706,,401,,11107,,447778,,654073,,574885,,79188,
MS,Mississippi,11/01/2017,N,U,Y,18628,,0,,18628,,10245,,393,,10638,,445946,,651209,,572012,,79197,
MS,Mississippi,12/01/2017,N,U,Y,16598,,0,,16598,,10075,,440,,10515,,442959,,646923,,567854,,79069,
MS,Mississippi,01/01/2018,N,U,Y,17902,,0,,17902,,10083,,491,,10574,,441122,,645271,,566281,,78990,
MS,Mississippi,02/01/2018,N,U,Y,16452,,0,,16452,,10119,,378,,10497,,437585,,640771,,561953,,78818,
MS,Mississippi,03/01/2018,N,U,Y,17843,,0,,17843,,12132,,553,,12685,,435753,,638745,,560293,,78452,
MS,Mississippi,04/01/2018,N,U,Y,16188,,0,,16188,,10979,,442,,11421,,432870,,635933,,557992,,77941,
MS,Mississippi,05/01/2018,N,U,Y,17597,,0,,17597,,11044,,450,,11494,,430271,,632690,,555504,,77186,
MS,Mississippi,06/01/2018,N,U,Y,16918,,0,,16918,,10845,,450,,11295,,428664,,630719,,553797,,76922,
MS,Mississippi,07/01/2018,N,U,Y,18192,,0,,18192,,10510,,460,,10970,,426517,,628519,,551852,,76667,
MS,Mississippi,08/01/2018,N,U,Y,21154,,0,,21154,,13106,,631,,13737,,423812,,625242,,548770,,76472,
MS,Mississippi,09/01/2018,N,U,Y,17560,,0,,17560,,11760,,546,,12306,,423539,,624659,,548359,,76300,
MS,Mississippi,10/01/2018,N,U,Y,18609,,0,,18609,,12150,,564,,12714,,420236,,620534,,544567,,75967,
MS,Mississippi,11/01/2018,N,U,Y,16859,,0,,16859,,10141,,540,,10681,,421080,,620984,,545121,,75863,
MS,Mississippi,12/01/2018,N,U,Y,17962,,0,,17962,,11701,,963,,12664,,420209,,620567,,544645,,75922,
MS,Mississippi,01/01/2019,N,U,Y,20402,,0,,20402,,13800,,951,,14751,,421757,,621789,,545656,,76133,
MS,Mississippi,02/01/2019,N,U,Y,18313,,0,,18313,,11632,,707,,12339,,422039,,621825,,545297,,76528,
MS,Mississippi,03/01/2019,N,U,Y,19291,,0,,19291,,12827,,644,,13471,,421932,,621824,,545168,,76656,
MS,Mississippi,04/01/2019,N,U,Y,18887,,0,,18887,,12062,,637,,12699,,421717,,621816,,545160,,76656,
MS,Mississippi,05/01/2019,N,U,Y,19070,,0,,19070,,12448,,561,,13009,,420943,,620955,,544239,,76716,
MS,Mississippi,06/01/2019,N,U,Y,18094,,0,,18094,,10905,,619,,11524,,420126,,620078,,543479,,76599,
MS,Mississippi,07/01/2019,N,U,Y,21199,,0,,21199,,11703,,597,,12300,,420588,,620982,,544368,,76614,
MS,Mississippi,08/01/2019,N,U,Y,22127,,0,,22127,,13773,,765,,14538,,420307,,620620,,543630,,76990,
MS,Mississippi,09/01/2019,N,U,Y,18920,,0,,18920,,12010,,637,,12647,,419892,,620324,,543220,,77104,
MS,Mississippi,10/01/2019,N,U,Y,19421,,0,,19421,,13004,,617,,13621,,419061,,618791,,541783,,77008,
MS,Mississippi,11/01/2019,N,U,Y,15537,,0,,15537,,11038,,727,,11765,,418069,,616683,,539758,,76925,
MS,Mississippi,12/01/2019,N,U,Y,16265,,0,,16265,,11586,,861,,12447,,418431,,616093,,539079,,77014,
MS,Mississippi,01/01/2020,N,U,Y,20547,,0,,20547,,13346,,952,,14298,,418537,,616266,,538966,,77300,
MS,Mississippi,02/01/2020,N,U,Y,16906,,0,,16906,,10865,,653,,11518,,417689,,615262,,537705,,77557,
MS,Mississippi,03/01/2020,N,U,Y,18229,,0,,18229,,10618,,545,,11163,,415821,,612765,,535186,,77579,
MS,Mississippi,04/01/2020,N,U,Y,20776,,0,,20776,,10909,,416,,11325,,421609,,621960,,543159,,78801,
MS,Mississippi,05/01/2020,N,U,Y,14541,,0,,14541,,9181,,353,,9534,,426882,,629996,,550187,,79809,
MS,Mississippi,06/01/2020,N,U,Y,15606,,0,,15606,,8569,,404,,8973,,432003,,637591,,556995,,80596,
MS,Mississippi,07/01/2020,N,U,Y,16949,,0,,16949,,8756,,384,,9140,,436875,,645270,,564639,,80631,
MS,Mississippi,08/01/2020,N,U,Y,19853,,0,,19853,,9857,,372,,10229,,442903,,654004,,572803,,81201,
MS,Mississippi,09/01/2020,N,U,Y,16983,,0,,16983,,10033,,447,,10480,,447963,,661557,,579970,,81587,
MS,Mississippi,10/01/2020,N,U,Y,17120,,0,,17120,,9185,,365,,9550,,452243,,668135,,586232,,81903,
MS,Mississippi,11/01/2020,N,U,Y,14454,,0,,14454,,7300,,294,,7594,,455882,,673981,,591778,,82203,
MS,Mississippi,12/01/2020,N,U,Y,14733,,0,,14733,,7634,,339,,7973,,459572,,680078,,597689,,82389,
MS,Mississippi,01/01/2021,N,U,Y,15329,,0,,15329,,7990,,306,,8296,,463208,,685690,,603155,,82535,
MS,Mississippi,02/01/2021,N,U,Y,12282,,0,,12282,,6366,,251,,6617,,466524,,691124,,608437,,82687,
MS,Mississippi,03/01/2021,N,U,Y,14109,,0,,14109,,8070,,286,,8356,,469621,,696589,,613938,,82651,
MS,Mississippi,04/01/2021,N,U,Y,12891,,0,,12891,,6167,,220,,6387,,472350,,701034,,618392,,82642,
MS,Mississippi,05/01/2021,N,U,Y,12129,,0,,12129,,6547,,240,,6787,,475069,,705011,,622328,,82683,
MS,Mississippi,06/01/2021,N,U,Y,15359,,0,,15359,,6706,,254,,6960,,477806,,708550,,625980,,82570,
MS,Mississippi,07/01/2021,N,U,Y,17319,,0,,17319,,7669,,312,,7981,,479210,,712012,,630647,,81365,
MS,Mississippi,08/01/2021,N,U,Y,16979,,0,,16979,,8412,,391,,8803,,480857,,715664,,635865,,79799,
MS,Mississippi,09/01/2021,N,U,Y,15492,,0,,15492,,7925,,377,,8302,,482293,,718838,,640086,,78752,
MS,Mississippi,10/01/2021,N,U,Y,14636,,0,,14636,,7384,,370,,7754,,482701,,720608,,643738,,76870,
MS,Mississippi,11/01/2021,N,U,Y,14117,,0,,14117,,6586,,384,,6970,,483994,,723604,,647545,,76059,
MS,Mississippi,12/01/2021,N,U,Y,13477,,0,,13477,,6795,,434,,7229,,485480,,726597,,651046,,75551,
MS,Mississippi,01/01/2022,N,U,Y,15393,,0,,15393,,6608,,420,,7028,,487197,,730225,,654930,,75295,
MS,Mississippi,02/01/2022,N,U,Y,12523,,0,,12523,,7015,,467,,7482,,488458,,732557,,657414,,75143,
MS,Mississippi,03/01/2022,N,U,Y,15257,,0,,15257,,7395,,426,,7821,,489575,,735035,,660215,,74820,
MS,Mississippi,04/01/2022,N,U,Y,13694,,0,,13694,,6433,,393,,6826,,490774,,737842,,663263,,74579,
MS,Mississippi,05/01/2022,N,U,Y,14325,,0,,14325,,7185,,438,,7623,,491873,,740660,,666440,,74220,
MS,Mississippi,06/01/2022,N,U,Y,14741,,0,,14741,,7164,,382,,7546,,493335,,743942,,669741,,74201,
MS,Mississippi,07/01/2022,N,U,Y,13361,,0,,13361,,6549,,386,,6935,,495176,,747701,,673572,,74129,
MS,Mississippi,08/01/2022,N,U,Y,17760,,0,,17760,,7874,,429,,8303,,497997,,752432,,678533,,73899,
MS,Mississippi,09/01/2022,N,U,Y,14644,,0,,14644,,7712,,509,,8221,,472954,,761912,,686671,,75241,
MS,Mississippi,10/01/2022,N,U,Y,15313,,0,,15313,,7681,,561,,8242,,473330,,764385,,689027,,75358,
MS,Mississippi,11/01/2022,N,U,Y,14271,,0,,14271,,7461,,499,,7960,,474430,,767417,,691640,,75777,
MS,Mississippi,12/01/2022,N,U,Y,15605,,0,,15605,,7138,,479,,7617,,475448,,770553,,694207,,76346,
MT,Montana,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,148974,,,,,
MT,Montana,06/01/2017,Y,U,Y,3890,,0,,3890,,4232,,229,,4461,,126595,,261293,,232258,,29035,
MT,Montana,07/01/2017,Y,U,Y,3652,,0,,3652,,3859,,234,,4093,,126705,,262329,,233915,,28414,
MT,Montana,08/01/2017,Y,U,Y,4168,,0,,4168,,4110,,223,,4333,,127124,,263978,,236142,,27836,
MT,Montana,09/01/2017,Y,U,Y,3599,,0,,3599,,3638,,222,,3860,,126963,,264735,,237391,,27344,
MT,Montana,10/01/2017,Y,U,Y,3899,,0,,3899,,3777,,187,,3964,,127249,,266801,,239893,,26908,
MT,Montana,11/01/2017,Y,U,Y,2766,,0,,2766,,2743,,174,,2917,,126266,,266302,,239855,,26447,
MT,Montana,12/01/2017,Y,U,Y,3639,,0,,3639,,3762,,369,,4131,,128671,,274234,,247246,,26988,
MT,Montana,01/01/2018,Y,U,Y,3788,,0,,3788,,4065,,383,,4448,,129200,,276623,,249726,,26897,
MT,Montana,02/01/2018,Y,U,Y,3060,,0,,3060,,3657,,284,,3941,,129603,,278379,,251602,,26777,
MT,Montana,03/01/2018,Y,U,Y,3521,,0,,3521,,3553,,269,,3822,,129816,,279583,,253190,,26393,
MT,Montana,04/01/2018,Y,U,Y,3040,,0,,3040,,3339,,175,,3514,,129896,,280169,,254224,,25945,
MT,Montana,05/01/2018,Y,U,Y,3277,,0,,3277,,3219,,161,,3380,,129886,,280768,,255106,,25662,
MT,Montana,06/01/2018,Y,U,Y,3189,,0,,3189,,3124,,203,,3327,,129789,,280768,,255323,,25445,
MT,Montana,07/01/2018,Y,U,Y,3239,,0,,3239,,3217,,180,,3397,,129389,,280638,,255515,,25123,
MT,Montana,08/01/2018,Y,U,Y,3654,,0,,3654,,3618,,183,,3801,,129499,,281233,,255835,,25398,
MT,Montana,09/01/2018,Y,U,Y,3335,,0,,3335,,3191,,278,,3469,,129114,,280737,,253030,,27707,
MT,Montana,10/01/2018,Y,U,Y,3930,,0,,3930,,3952,,329,,4281,,128428,,279846,,251757,,28089,
MT,Montana,11/01/2018,Y,U,Y,3787,,0,,3787,,3612,,325,,3937,,127910,,279041,,250682,,28359,
MT,Montana,12/01/2018,Y,U,Y,3474,,0,,3474,,3460,,422,,3882,,127863,,279675,,250766,,28909,
MT,Montana,01/01/2019,Y,U,Y,3900,,0,,3900,,4523,,571,,5094,,128161,,280455,,251146,,29309,
MT,Montana,02/01/2019,Y,U,Y,3238,,0,,3238,,3737,,420,,4157,,128093,,280624,,251191,,29433,
MT,Montana,03/01/2019,Y,U,Y,3610,,0,,3610,,4048,,368,,4416,,127388,,278685,,249170,,29515,
MT,Montana,04/01/2019,Y,U,Y,3840,,0,,3840,,3831,,352,,4183,,126904,,277567,,247950,,29617,
MT,Montana,05/01/2019,Y,U,Y,3864,,0,,3864,,3975,,340,,4315,,126462,,275834,,246269,,29565,
MT,Montana,06/01/2019,Y,U,Y,3793,,0,,3793,,3845,,339,,4184,,125519,,273144,,243863,,29281,
MT,Montana,07/01/2019,Y,U,Y,4412,,0,,4412,,4233,,385,,4618,,124442,,270280,,241331,,28949,
MT,Montana,08/01/2019,Y,U,Y,4626,,0,,4626,,4632,,495,,5127,,123587,,268150,,239523,,28627,
MT,Montana,09/01/2019,Y,U,Y,4255,,0,,4255,,4486,,411,,4897,,122894,,266931,,238518,,28413,
MT,Montana,10/01/2019,Y,U,Y,4621,,0,,4621,,5091,,490,,5581,,122324,,265908,,237580,,28328,
MT,Montana,11/01/2019,Y,U,Y,4545,,0,,4545,,4507,,602,,5109,,121087,,263824,,235594,,28230,
MT,Montana,12/01/2019,Y,U,Y,5035,,0,,5035,,5032,,751,,5783,,118937,,260710,,233127,,27583,
MT,Montana,01/01/2020,Y,U,Y,5547,,0,,5547,,5150,,645,,5795,,118042,,258898,,231625,,27273,
MT,Montana,02/01/2020,Y,U,Y,4768,,0,,4768,,4739,,625,,5364,,114894,,252740,,226604,,26136,
MT,Montana,03/01/2020,Y,U,Y,4749,,0,,4749,,4467,,590,,5057,,113481,,250033,,224403,,25630,
MT,Montana,04/01/2020,Y,U,Y,3856,,0,,3856,,4979,,504,,5483,,115301,,252152,,225977,,26175,
MT,Montana,05/01/2020,Y,U,Y,3070,,0,,3070,,3309,,357,,3666,,115870,,254458,,228116,,26342,
MT,Montana,06/01/2020,Y,U,Y,3371,,0,,3371,,3009,,294,,3303,,116669,,257006,,230530,,26476,
MT,Montana,07/01/2020,Y,U,Y,3305,,0,,3305,,2877,,239,,3116,,117472,,259433,,232822,,26611,
MT,Montana,08/01/2020,Y,U,Y,3347,,0,,3347,,2934,,203,,3137,,118366,,262233,,235550,,26683,
MT,Montana,09/01/2020,Y,U,Y,3200,,0,,3200,,2837,,234,,3071,,119277,,265098,,238209,,26889,
MT,Montana,10/01/2020,Y,U,Y,3180,,0,,3180,,2595,,179,,2774,,120096,,267747,,240759,,26988,
MT,Montana,11/01/2020,Y,U,Y,2945,,0,,2945,,2235,,199,,2434,,121299,,273896,,246655,,27241,
MT,Montana,12/01/2020,Y,U,Y,3271,,0,,3271,,2986,,369,,3355,,122581,,279013,,251370,,27643,
MT,Montana,01/01/2021,Y,U,Y,2809,,0,,2809,,2797,,441,,3238,,123505,,281734,,253955,,27779,
MT,Montana,02/01/2021,Y,U,Y,2541,,0,,2541,,2361,,172,,2533,,124045,,283599,,255744,,27855,
MT,Montana,03/01/2021,Y,U,Y,2710,,0,,2710,,2415,,202,,2617,,124657,,285872,,257889,,27983,
MT,Montana,04/01/2021,Y,U,Y,2415,,0,,2415,,2072,,222,,2294,,125089,,287662,,259630,,28032,
MT,Montana,05/01/2021,Y,U,Y,2378,,0,,2378,,1706,,108,,1814,,125628,,289800,,261658,,28142,
MT,Montana,06/01/2021,Y,U,Y,2495,,0,,2495,,1954,,117,,2071,,125924,,291344,,263213,,28131,
MT,Montana,07/01/2021,Y,U,Y,2509,,0,,2509,,1955,,117,,2072,,126003,,291578,,263429,,28149,
MT,Montana,08/01/2021,Y,U,Y,2674,,0,,2674,,1893,,117,,2010,,126879,,295377,,267128,,28249,
MT,Montana,09/01/2021,Y,U,Y,2508,,0,,2508,,1980,,160,,2140,,127232,,296745,,268484,,28261,
MT,Montana,10/01/2021,Y,U,Y,2488,,0,,2488,,1707,,125,,1832,,127512,,298138,,269869,,28269,
MT,Montana,11/01/2021,Y,U,Y,2708,,0,,2708,,1746,,126,,1872,,127827,,300303,,271974,,28329,
MT,Montana,12/01/2021,Y,U,Y,2688,,0,,2688,,1829,,153,,1982,,128373,,303304,,274908,,28396,
MT,Montana,01/01/2022,Y,U,Y,2700,,0,,2700,,1952,,180,,2132,,128901,,305591,,277093,,28498,
MT,Montana,02/01/2022,Y,U,Y,2252,,0,,2252,,1777,,209,,1986,,129281,,307088,,278505,,28583,
MT,Montana,03/01/2022,Y,U,Y,2622,,0,,2622,,2221,,200,,2421,,129594,,308491,,279929,,28562,
MT,Montana,04/01/2022,Y,U,Y,2252,,0,,2252,,1751,,122,,1873,,129940,,309924,,281332,,28592,
MT,Montana,05/01/2022,Y,U,Y,2316,,0,,2316,,1680,,110,,1790,,130221,,311309,,282755,,28554,
MT,Montana,06/01/2022,Y,U,Y,2191,,0,,2191,,1672,,69,,1741,,130416,,312515,,284003,,28512,
MT,Montana,07/01/2022,Y,U,Y,1877,,0,,1877,,1393,,93,,1486,,130669,,313837,,285325,,28512,
MT,Montana,08/01/2022,Y,U,Y,2359,,0,,2359,,1729,,116,,1845,,130957,,315377,,286852,,28525,
MT,Montana,09/01/2022,Y,U,Y,2074,,0,,2074,,1816,,112,,1928,,131242,,319927,,291360,,28567,
MT,Montana,10/01/2022,Y,U,Y,2208,,0,,2208,,1893,,158,,2051,,131398,,318138,,289547,,28591,
MT,Montana,11/01/2022,Y,U,Y,2264,,0,,2264,,1539,,110,,1649,,131684,,324086,,295445,,28641,
MT,Montana,12/01/2022,Y,U,Y,2196,,0,,2196,,1692,,107,,1799,,132429,,324866,,296067,,28799,
NC,"North Carolina",09/01/2013,N,U,Y,,,,,,,,,,,,,,,1595952,,,,,
NC,"North Carolina",06/01/2017,N,U,Y,21153,,0,,21153,,31265,,3743,,35008,,1189482,,1785838,,1561831,,224007,
NC,"North Carolina",07/01/2017,N,U,Y,20267,,0,,20267,,28251,,3229,,31480,,1191273,,1789708,,1564402,,225306,
NC,"North Carolina",08/01/2017,N,U,Y,22824,,0,,22824,,35607,,3798,,39405,,1187284,,1781879,,1555397,,226482,
NC,"North Carolina",09/01/2017,N,U,Y,21052,,0,,21052,,33459,,3375,,36834,,1189408,,1782959,,1554351,,228608,
NC,"North Carolina",10/01/2017,N,U,Y,21984,,0,,21984,,36886,,3689,,40575,,1190045,,1782616,,1551723,,230893,
NC,"North Carolina",11/01/2017,N,U,Y,22383,,0,,22383,,33096,,3275,,36371,,1194378,,1787628,,1553211,,234417,
NC,"North Carolina",12/01/2017,N,U,Y,18712,,0,,18712,,31737,,3285,,35022,,1195995,,1789111,,1552761,,236350,
NC,"North Carolina",01/01/2018,N,U,Y,24374,,0,,24374,,35422,,3939,,39361,,1194430,,1784003,,1547003,,237000,
NC,"North Carolina",02/01/2018,N,U,Y,22226,,0,,22226,,34999,,3775,,38774,,1199080,,1790591,,1551533,,239058,
NC,"North Carolina",03/01/2018,N,U,Y,22992,,0,,22992,,35639,,3628,,39267,,1201629,,1793406,,1552552,,240854,
NC,"North Carolina",04/01/2018,N,U,Y,22427,,0,,22427,,35059,,3694,,38753,,1197108,,1788305,,1547708,,240597,
NC,"North Carolina",05/01/2018,N,U,Y,22729,,0,,22729,,35901,,3867,,39768,,1193741,,1784052,,1542416,,241636,
NC,"North Carolina",06/01/2018,N,U,Y,22356,,0,,22356,,33512,,3491,,37003,,1190389,,1779044,,1535632,,243412,
NC,"North Carolina",07/01/2018,N,U,Y,21765,,0,,21765,,33183,,3512,,36695,,1186337,,1772526,,1527723,,244803,
NC,"North Carolina",08/01/2018,N,U,Y,23604,,0,,23604,,38202,,4284,,42486,,1183906,,1769228,,1522357,,246871,
NC,"North Carolina",09/01/2018,N,U,Y,18002,,0,,18002,,29422,,3424,,32846,,1183844,,1767914,,1518764,,249150,
NC,"North Carolina",10/01/2018,N,U,Y,21329,,0,,21329,,36216,,4818,,41034,,1180197,,1761267,,1510658,,250609,
NC,"North Carolina",11/01/2018,N,U,Y,21783,,0,,21783,,30177,,3786,,33963,,1186031,,1767371,,1511974,,255397,
NC,"North Carolina",12/01/2018,N,U,Y,18446,,0,,18446,,27078,,3678,,30756,,1186195,,1763338,,1505323,,258015,
NC,"North Carolina",01/01/2019,N,U,Y,23960,,0,,23960,,35059,,4786,,39845,,1182107,,1754020,,1495121,,258899,
NC,"North Carolina",02/01/2019,N,U,Y,20480,,0,,20480,,30780,,3808,,34588,,1185189,,1754170,,1492301,,261869,
NC,"North Carolina",03/01/2019,N,U,Y,21212,,0,,21212,,32061,,3649,,35710,,1183197,,1748628,,1484985,,263643,
NC,"North Carolina",04/01/2019,N,U,Y,20461,,0,,20461,,30979,,3326,,34305,,1182645,,1747084,,1482290,,264794,
NC,"North Carolina",05/01/2019,N,U,Y,21538,,0,,21538,,30746,,3144,,33890,,1180076,,1745341,,1479350,,265991,
